PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,GoodRowThemes,CountGoodRowThemes,[],GoodRowThemesFormatted
0Ipt8,2r2r1k/6qn/pRb1Q3/3p1p1R/P5PP/7B/1P3P2/6K1 b - - 0 36,f8e8 b6c6 e8e6 c6c8 g7g8 c8g8,1766,75,94,2307,crushing exposedKing long middlegame Rook,https://lichess.org/xMXzIZQ8/black#Some(71),,"['crushing', 'exposedKing', 'middlegame', 'Rook']",4,"['crushing', 'exposedKing', 'middlegame', 'Rook']"
1zOnI,R4bk1/7p/p7/4Q3/1pq2pP1/5p1K/P4P2/8 w - - 0 38,e5f5 c4f1 h3h4 f1h1 h4g5 h1h6,1637,74,97,3264,endgame long mate mateIn3 Queen,https://lichess.org/QTJuDxTF#Some(74),,"['endgame', 'mateIn3', 'Queen']",3,"['endgame', 'mateIn3', 'Queen']"
3qRuM,2r3k1/8/4r2p/1pp2pp1/8/1P2BKPP/1NR2P2/8 w - - 2 38,c2c5 e6e3 f3e3 c8c5,1672,74,93,1732,crushing endgame intermezzo short Rook,https://lichess.org/0OU1DB77#Some(74),,"['crushing', 'endgame', 'intermezzo', 'Rook']",4,"['crushing', 'endgame', 'intermezzo', 'Rook']"
1j4SN,rn1r2k1/pp3ppp/1n1q4/2pP2P1/4N2P/7R/PP2BP2/R2QK3 b Q - 0 15,d6d5 h3d3 b8c6 d3d5,1748,73,94,11119,advantage middlegame short xRayAttack Rook,https://lichess.org/vZAX5Iyo/black#Some(29),French_Defense French_Defense_Diemer-Duhm_Gambit_Accepted,"['advantage', 'middlegame', 'xRayAttack', 'Rook']",4,"['advantage', 'middlegame', 'xRayAttack', 'Rook']"
2OWKU,5q2/1Q3kp1/4p1bp/1pPpP3/3Pp3/4P3/6PP/6K1 b - - 0 29,f8e7 c5c6 f7f8 c6c7 g6e8 c7c8q,1760,75,96,7241,advancedPawn crushing endgame long promotion Pawn,https://lichess.org/TzDFZPCv/black#Some(57),,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'Pawn']",5,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'Pawn']"
A1ztl,5bk1/5p1n/5Pp1/2pPP1P1/8/5N2/5K2/8 b - - 0 44,c5c4 d5d6 f8d6 e5d6,1668,74,97,1856,endgame Pawn,https://lichess.org/sPLuprPE/black#Some(87),,"['endgame', 'Pawn']",2,"['endgame', 'Pawn']"
01F3z,r4rk1/pp1b1ppp/8/2bBB3/8/8/PP3PPP/R4RK1 b - - 0 16,f8e8 d5b7 e8e5 b7a8,1749,75,94,2289,advantage middlegame short Bishop,https://lichess.org/d9xyOCEM/black#Some(31),Horwitz_Defense Horwitz_Defense_Other_variations,"['advantage', 'middlegame', 'Bishop']",3,"['advantage', 'middlegame', 'Bishop']"
02gxm,3q1rk1/4pp2/3p2P1/1p1Q4/p1r1P1p1/P1N5/1PP5/2KR4 b - - 0 24,e7e6 d5h5 g8g7 h5h7,1997,76,92,3238,crushing endgame short Queen,https://lichess.org/lwHYTejj/black#Some(47),,"['crushing', 'endgame', 'Queen']",3,"['crushing', 'endgame', 'Queen']"
01Rax,6k1/1p6/p2p1N2/P1pPp3/2P1Pbp1/1P6/6K1/8 b - - 0 42,g8g7 f6e8 g7f8 e8d6,1805,74,95,7833,crushing endgame short Knight,https://lichess.org/szQCm5Dn/black#Some(83),,"['crushing', 'endgame', 'Knight']",3,"['crushing', 'endgame', 'Knight']"
167jX,8/8/p3knKP/Pp6/1P6/2p1N3/8/8 b - - 0 59,f6d5 h6h7 d5e3 h7h8q,1826,79,93,10870,advancedPawn crushing endgame knightEndgame promotion short Pawn,https://lichess.org/0rAb2B9u/black#Some(117),,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'Pawn']",5,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'Pawn']"
2fO37,7k/2p3pp/p1Qp2r1/q7/4r1b1/P2K4/1PP5/4R1R1 b - - 5 28,e4e1 c6a8 g4c8 a8c8 e1e8 c8e8,1656,75,92,3694,backRankMate endgame long mate mateIn3 Queen,https://lichess.org/etM6RNrj/black#Some(55),,"['endgame', 'mateIn3', 'Queen']",3,"['endgame', 'mateIn3', 'Queen']"
0bkVk,r2qr1k1/pp3ppp/2n1b3/2Npp3/7N/2P1P1nP/PP2BPP1/R2QK2R w KQ - 0 14,c5e6 d8h4 f2g3 h4g3,1701,74,98,1419,advantage opening short Queen,https://lichess.org/fmMVS87m#Some(26),Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,"['advantage', 'opening', 'Queen']",3,"['advantage', 'opening', 'Queen']"
C62vB,r3qrk1/p1B2pp1/2p2b1p/N1Pp4/Q2P4/6Pb/PP2PP1P/R3R1K1 w - - 2 18,c7d6 e8e4 f2f3 e4e3,1865,74,93,2402,middlegame Queen,https://lichess.org/wD5D36iC#Some(34),Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,"['middlegame', 'Queen']",2,"['middlegame', 'Queen']"
0niO9,8/4k3/2p2p2/2pq2p1/P1Qb1BP1/1P4K1/5P2/8 w - - 0 36,c4d5 g5f4 g3f4 c6d5,1678,76,90,1379,advantage endgame intermezzo short Pawn,https://lichess.org/CD0rujg7#Some(70),,"['advantage', 'endgame', 'intermezzo', 'Pawn']",4,"['advantage', 'endgame', 'intermezzo', 'Pawn']"
08Nmp,Rnk3r1/2pn3p/8/1N2p3/8/4P1rP/5RB1/6K1 b - - 2 26,g3h3 b5a7 c8d8 a7c6,1853,76,93,1541,crushing middlegame short Knight,https://lichess.org/qQHbDl3s/black#Some(51),,"['crushing', 'middlegame', 'Knight']",3,"['crushing', 'middlegame', 'Knight']"
268vJ,r5k1/pR3R2/4pK1p/6p1/2nPP3/5N2/2r3PP/3n4 b - - 3 31,a8f8 f7f8 g8f8 b7b8,1625,74,76,1430,attraction mate mateIn2 middlegame short Rook,https://lichess.org/X1K29WNb/black#Some(61),,"['attraction', 'mateIn2', 'middlegame', 'Rook']",4,"['attraction', 'mateIn2', 'middlegame', 'Rook']"
0e7Tp,8/8/3p1pBp/1K1Pp2P/4Pb2/8/2k5/8 b - - 15 84,f6f5 e4f5 c2c3 f5f6 f4g5 f6f7,1664,75,93,1982,advancedPawn bishopEndgame crushing endgame long Pawn,https://lichess.org/6ouRce8A/black#Some(167),,"['advancedPawn', 'crushing', 'endgame', 'Pawn']",4,"['advancedPawn', 'crushing', 'endgame', 'Pawn']"
4T8sW,3R1rk1/pp3p1p/5p2/4nN2/2b5/8/1PP1rPPP/3R2K1 b - - 7 20,e2c2 d8f8 g8f8 d1d8,1655,75,95,3117,attraction mate mateIn2 middlegame short Rook,https://lichess.org/DEsCKefv/black#Some(39),,"['attraction', 'mateIn2', 'middlegame', 'Rook']",4,"['attraction', 'mateIn2', 'middlegame', 'Rook']"
360on,2R4Q/3kbp2/p2p3N/2q5/5n1P/1Pp2b2/P1P5/3KB2R w - - 1 32,d1c1 c5a3 c1b1 a3b2,1716,73,95,10892,mate mateIn2 middlegame queensideAttack short Queen,https://lichess.org/uIdH5SH1#Some(62),,"['mateIn2', 'middlegame', 'queensideAttack', 'Queen']",4,"['mateIn2', 'middlegame', 'queensideAttack', 'Queen']"
06m6m,3rr1k1/1pR5/5bpp/3bp3/8/P3PN2/1B3PPP/3R2K1 w - - 3 28,d1d2 d5f3 d2d8 f6d8,2027,75,94,1939,crushing middlegame short Bishop,https://lichess.org/Diyj7IOc#Some(54),,"['crushing', 'middlegame', 'Bishop']",3,"['crushing', 'middlegame', 'Bishop']"
07Ivi,3Rb1r1/p1k1N1p1/1pp2p1p/8/1N2P3/P4Pb1/1PP3P1/1K6 w - - 2 27,e7c6 a7a5 d8a8 a5b4,1957,74,92,2111,advantage endgame short Pawn,https://lichess.org/81bq8ZRj#Some(52),,"['advantage', 'endgame', 'Pawn']",3,"['advantage', 'endgame', 'Pawn']"
9YAvD,5k1r/5pRp/2p5/3b4/3B4/2K5/PP5r/4R3 b - - 4 27,h8g8 g7g8 f8g8 e1e8,1664,75,93,2413,attraction endgame mate mateIn2 short Rook,https://lichess.org/MyqHDUeZ/black#Some(53),,"['attraction', 'endgame', 'mateIn2', 'Rook']",4,"['attraction', 'endgame', 'mateIn2', 'Rook']"
0kW5T,r1b2r1k/pp1q3p/2p2b2/3pB1p1/3PpP2/1Q4P1/PP2P1BP/4RRK1 b - f3 0 16,g5f4 f1f4 f6e5 f4f8,1661,74,93,3281,crushing kingsideAttack middlegame short Rook,https://lichess.org/96QR2TKu/black#Some(31),Dutch_Defense Dutch_Defense_Classical_Variation,"['crushing', 'kingsideAttack', 'middlegame', 'Rook']",4,"['crushing', 'kingsideAttack', 'middlegame', 'Rook']"
F15BK,r3k2r/ppqn1ppp/2pbpn2/5bB1/3PN3/3Q2P1/PPP1NPBP/R4RK1 w kq - 7 12,e4f6 g7f6 d3e3 f6g5,1853,75,96,3008,middlegame Pawn,https://lichess.org/Mi5xVIpP#Some(22),Scandinavian_Defense Scandinavian_Defense_Gubinsky-Melts_Defense,"['middlegame', 'Pawn']",2,"['middlegame', 'Pawn']"
